Text,Emotion
feel like im still quite bad describing feeling good word beautiful phrase,sadness
feel heartbroken paul walker tragic disappearance life someone generous beautiful talented end way horrible individual keep living torturing assaulting killing people,sadness
feel sweet boy,love
feel helpless superfluous jenn elaine naturally,fear
watched news tv,anger
feel gracious gesture apologizing latest post osp rand license term,love
reported feeling marginalized intimidated subjected threat retaliation,fear
im sure im peace situation im feeling bitter past five month something changed within,anger
tried sorting area cat house lunchtime guess printer ordeal feeling quite uptight put hold,fear
power feeling justify laziness bitchy skinny girl,anger
feel like sweet company finally coming together,love
feel like im fond word,love
feel vulnerable knowing come feel like rest life depends today,fear
spoken feeling getting stronger curious others similar thought,surprise
hope understands way feel hope see could miss putting petty negative thought aside,anger
feel like surprised development,surprise
point feeling resentful toward want,anger
sit cry feel wronged wont change outcome,anger
started feeling little stressed leaving time making sure got getting ready picture wanted everything seemed workout perfectly,anger
feel little guilty exceptional little girl ethiopia home arm blog continues surround goosey,sadness
feel real emotional connection ice queen north revealed inhumanity run bloody family,sadness
could feel hundred loving people around world connecting earth simply beautiful,love
feel generous spirit forgiving nature close accepting gift universe,love
feel utterly disgusted right contemplating death every waking moment ever since uttered word,anger
often feel confused whether bipolar really hard core sinful nature,fear
im happy feel pressure one thing another amp make unhappy,sadness
grabbed dog hugged fiercly next hour began feel bit like havent completly shaken feeling feeling rather depressed anxious day,fear
supposed feel sympathy emma im afraid failed,fear
cant tell many time four month seeing seriously serious emotional talk one u feeling tender,love
im even feeling liked girl hate pretty much everyone,love
go day feeling movement amazed something miraculous happening body like special secret,surprise
feel falling pit buying think real skeptical woman,fear
learning deal nausea amp manage unpleasantness work trying keep anyone knowing sister told need suffer amp feel miserable amp call dr zofran,sadness
im feeling greedy right,anger
feel like waiting wing patiently waiting distracted enough take take everything love world away destroy,anger
feel like fucked big time protect,anger
bought gb iphone got apple store credit feel like sympathetic early buyer responded appropriately,love
couldnt help feeling awful predicament life daily nightly basis glad bel started see light stuck stood daniel whilst one else including family im afraid got really disgusted,sadness
feel curious would like explore top helterskelter like plant,surprise
ive learned angel earth feel feel stand loving thought healing heart steady hand would also offer without moment hesitation return always,love
feel packaging really lovely product everything ask,love
im sad people unhappy flag religious reason know many religious people feel go faith supportive,love
walked near hotel felt obvious uneasy warning petty crime read guidebook maybe residual year ago left feeling threatened,fear
feel like finally losing stubborn little bit extra stuff lower belly,anger
feeling overwhelmed trying think woman,surprise
remember feeling frightened could feel emotion high level,fear
feel inside coz fucking horny,love
im proud word describe way make heart feel thank god supportive amazing hubbard,love
made sex feel woman enjoy sex body emotion admired respected,love
hiked long steep hillside loaded grass bush feeling pretty doubtful id able find,fear
feel passionate arouse emotion seem thing need learn something emotion tell need grow direction,love
follow many people many follower however feeling people talking may know trying rude real,anger
much going life constantly running like crazy always steal quiet moment acknowledge child overwhelming excitement anticipation feel god truly faithful brings everything around,love
feel like uninstalling skype deactivateing facebook amp hatena account since im becoming hateful person amp dont want get worse right,anger
